time_s,server_time_s,GX,GY,GZ,AX,AY,AZ,phase,subject,box_size,sensor_hand,surface,one_handed_carry
6.033,6.468,-7.02,-12.02,11.05,-0.81,-0.2,0.79,Laufen,Viktor,small,R,table,False
6.045,6.468,-5.62,-9.28,10.01,-0.8,-0.19,0.79,Laufen,Viktor,small,R,table,False
6.057,6.468,-5.07,-7.93,10.44,-0.78,-0.2,0.8,Laufen,Viktor,small,R,table,False
6.069,6.468,-5.19,-4.52,10.31,-0.74,-0.19,0.76,Laufen,Viktor,small,R,table,False
6.081,6.468,-3.91,-1.1,10.31,-0.73,-0.21,0.72,Laufen,Viktor,small,R,table,False
6.093,6.468,-2.5,0.79,10.38,-0.72,-0.19,0.7,Laufen,Viktor,small,R,table,False
6.105,6.468,-0.61,0.31,10.31,-0.7,-0.19,0.67,Laufen,Viktor,small,R,table,False
6.117,6.468,1.59,-0.85,9.64,-0.68,-0.17,0.65,Laufen,Viktor,small,R,table,False
6.129,6.468,3.23,-3.72,8.97,-0.66,-0.16,0.63,Laufen,Viktor,small,R,table,False
6.141,6.468,4.46,-7.57,7.57,-0.63,-0.14,0.63,Laufen,Viktor,small,R,table,False
6.174,6.468,8.48,-11.47,3.36,-0.57,-0.1,0.64,Laufen,Viktor,small,R,table,False
6.186,6.468,9.28,-10.01,0.55,-0.55,-0.09,0.66,Laufen,Viktor,small,R,table,False
6.198,6.468,8.79,-7.57,-1.89,-0.54,-0.07,0.68,Laufen,Viktor,small,R,table,False
6.21,6.468,6.9,-6.16,-4.27,-0.54,-0.07,0.7,Laufen,Viktor,small,R,table,False
6.222,6.468,7.08,-4.76,-6.47,-0.57,-0.08,0.73,Laufen,Viktor,small,R,table,False
6.234,6.468,7.51,-1.28,-8.91,-0.56,-0.07,0.71,Laufen,Viktor,small,R,table,False
6.246,6.468,7.14,1.4,-9.64,-0.57,-0.1,0.73,Laufen,Viktor,small,R,table,False
6.258,6.468,7.93,2.14,-11.41,-0.6,-0.12,0.74,Laufen,Viktor,small,R,table,False
6.27,6.468,8.67,2.2,-13.24,-0.58,-0.1,0.74,Laufen,Viktor,small,R,table,False
6.282,6.468,10.07,3.36,-14.77,-0.59,-0.11,0.77,Laufen,Viktor,small,R,table,False
6.294,6.468,11.05,5.92,-15.75,-0.62,-0.08,0.75,Laufen,Viktor,small,R,table,False
6.306,6.468,10.19,6.53,-16.78,-0.61,-0.08,0.79,Laufen,Viktor,small,R,table,False
6.318,6.468,10.86,8.61,-17.58,-0.63,-0.06,0.78,Laufen,Viktor,small,R,table,False
6.33,6.468,11.35,9.7,-17.46,-0.64,-0.05,0.75,Laufen,Viktor,small,R,table,False
6.342,6.468,11.78,9.7,-17.88,-0.64,-0.03,0.77,Laufen,Viktor,small,R,table,False
6.354,6.468,11.66,9.4,-18.49,-0.66,-0.03,0.78,Laufen,Viktor,small,R,table,False
6.366,6.468,11.17,7.32,-18.92,-0.69,-0.03,0.8,Laufen,Viktor,small,R,table,False
6.378,6.477,10.86,5.8,-18.62,-0.67,-0.03,0.81,Laufen,Viktor,small,R,table,False
6.39,6.489,10.74,5.62,-18.19,-0.69,-0.03,0.82,Laufen,Viktor,small,R,table,False
6.402,6.506,11.35,5.62,-18.62,-0.68,-0.03,0.84,Laufen,Viktor,small,R,table,False
6.414,6.521,11.05,6.35,-18.25,-0.67,-0.04,0.84,Laufen,Viktor,small,R,table,False
6.426,6.532,10.99,8.36,-17.76,-0.67,-0.05,0.85,Laufen,Viktor,small,R,table,False
6.438,6.54,10.5,10.68,-17.46,-0.66,-0.04,0.86,Laufen,Viktor,small,R,table,False
6.45,6.547,10.25,14.95,-16.78,-0.65,-0.04,0.84,Laufen,Viktor,small,R,table,False
6.462,6.56,10.31,17.88,-15.5,-0.66,-0.06,0.83,Laufen,Viktor,small,R,table,False
6.474,6.571,10.74,18.43,-13.43,-0.67,-0.03,0.79,Laufen,Viktor,small,R,table,False
6.486,6.586,10.13,16.85,-11.9,-0.68,-0.03,0.77,Laufen,Viktor,small,R,table,False
6.498,6.595,9.09,15.2,-9.77,-0.67,-0.01,0.76,Laufen,Viktor,small,R,table,False
6.51,6.623,6.71,13.61,-8.54,-0.69,-0.0,0.78,Laufen,Viktor,small,R,table,False
6.523,6.631,0.61,10.25,-8.79,-0.74,0.01,0.8,Laufen,Viktor,small,R,table,False
6.535,6.637,-3.85,6.65,-9.09,-0.74,-0.02,0.82,Laufen,Viktor,small,R,table,False
6.547,6.644,-6.1,7.02,-12.51,-0.74,-0.06,0.85,Laufen,Viktor,small,R,table,False
6.559,6.655,-7.93,8.24,-16.05,-0.78,-0.09,0.94,Laufen,Viktor,small,R,table,False
6.571,6.668,-11.35,8.48,-19.17,-0.86,-0.15,1.02,Laufen,Viktor,small,R,table,False
6.583,6.69,-14.34,9.83,-22.71,-0.88,-0.24,1.07,Laufen,Viktor,small,R,table,False
6.595,6.696,-13.31,13.92,-26.18,-0.85,-0.28,1.04,Laufen,Viktor,small,R,table,False
6.607,6.705,-10.8,15.81,-27.83,-0.84,-0.3,0.99,Laufen,Viktor,small,R,table,False
6.619,6.723,-7.45,13.0,-28.2,-0.81,-0.33,0.97,Laufen,Viktor,small,R,table,False
6.631,6.73,-3.54,8.3,-26.92,-0.75,-0.35,0.9,Laufen,Viktor,small,R,table,False
6.643,6.742,0.55,5.92,-24.41,-0.69,-0.3,0.83,Laufen,Viktor,small,R,table,False
6.655,6.754,2.62,5.31,-20.69,-0.63,-0.27,0.76,Laufen,Viktor,small,R,table,False
6.667,6.763,3.66,6.23,-17.88,-0.59,-0.23,0.73,Laufen,Viktor,small,R,table,False
6.679,6.777,4.09,7.02,-14.04,-0.61,-0.23,0.71,Laufen,Viktor,small,R,table,False
6.691,6.788,4.46,6.41,-11.72,-0.62,-0.22,0.71,Laufen,Viktor,small,R,table,False
6.703,6.801,5.0,6.35,-9.46,-0.66,-0.21,0.74,Laufen,Viktor,small,R,table,False
6.715,6.828,5.25,5.55,-7.69,-0.7,-0.21,0.76,Laufen,Viktor,small,R,table,False
6.727,6.835,4.82,6.35,-7.14,-0.72,-0.26,0.81,Laufen,Viktor,small,R,table,False
6.739,6.842,6.96,7.51,-8.0,-0.76,-0.28,0.81,Laufen,Viktor,small,R,table,False
6.751,6.851,9.03,6.47,-10.07,-0.8,-0.3,0.83,Laufen,Viktor,small,R,table,False
6.763,6.86,12.33,4.09,-12.39,-0.82,-0.32,0.82,Laufen,Viktor,small,R,table,False
6.775,6.874,14.77,3.05,-14.95,-0.79,-0.32,0.81,Laufen,Viktor,small,R,table,False
6.787,6.884,15.5,1.83,-17.09,-0.78,-0.3,0.82,Laufen,Viktor,small,R,table,False
6.799,6.899,16.17,-0.43,-18.49,-0.75,-0.29,0.8,Laufen,Viktor,small,R,table,False
6.811,6.909,15.56,-2.14,-19.47,-0.74,-0.31,0.8,Laufen,Viktor,small,R,table,False
6.823,6.941,14.28,-2.26,-19.65,-0.7,-0.28,0.81,Laufen,Viktor,small,R,table,False
6.835,6.941,13.85,0.0,-19.65,-0.67,-0.29,0.79,Laufen,Viktor,small,R,table,False
6.847,6.949,13.43,4.58,-19.35,-0.63,-0.27,0.77,Laufen,Viktor,small,R,table,False
6.859,6.956,13.06,9.03,-18.49,-0.6,-0.26,0.75,Laufen,Viktor,small,R,table,False
6.871,6.969,11.78,12.02,-17.64,-0.58,-0.24,0.73,Laufen,Viktor,small,R,table,False
6.883,6.98,10.13,13.67,-16.66,-0.57,-0.24,0.73,Laufen,Viktor,small,R,table,False
6.895,6.994,8.12,14.16,-15.87,-0.59,-0.23,0.72,Laufen,Viktor,small,R,table,False
6.907,7.003,6.04,14.34,-14.77,-0.58,-0.22,0.73,Laufen,Viktor,small,R,table,False
6.919,7.033,3.54,12.63,-13.55,-0.6,-0.22,0.76,Laufen,Viktor,small,R,table,False
6.931,7.041,2.14,11.35,-12.82,-0.61,-0.22,0.77,Laufen,Viktor,small,R,table,False
6.943,7.047,-0.06,9.28,-11.35,-0.62,-0.21,0.79,Laufen,Viktor,small,R,table,False
6.955,7.052,-1.22,8.67,-10.31,-0.62,-0.22,0.81,Laufen,Viktor,small,R,table,False
6.967,7.064,-3.05,8.91,-8.91,-0.61,-0.21,0.81,Laufen,Viktor,small,R,table,False
6.979,7.084,-4.64,9.64,-6.71,-0.61,-0.21,0.82,Laufen,Viktor,small,R,table,False
6.991,7.092,-5.92,9.34,-5.49,-0.62,-0.24,0.82,Laufen,Viktor,small,R,table,False
7.003,7.101,-6.35,8.85,-4.03,-0.63,-0.23,0.81,Laufen,Viktor,small,R,table,False
7.015,7.114,-7.02,8.48,-2.14,-0.63,-0.23,0.78,Laufen,Viktor,small,R,table,False
7.027,7.496,-8.3,6.59,-0.37,-0.64,-0.24,0.77,Absetzen,Viktor,small,R,table,False
7.039,7.496,-8.97,5.19,2.08,-0.63,-0.23,0.75,Absetzen,Viktor,small,R,table,False
7.051,7.496,-9.89,3.23,4.15,-0.64,-0.24,0.75,Absetzen,Viktor,small,R,table,False
7.063,7.496,-10.25,1.53,5.98,-0.65,-0.23,0.78,Absetzen,Viktor,small,R,table,False
7.075,7.496,-10.93,-0.67,8.24,-0.66,-0.23,0.78,Absetzen,Viktor,small,R,table,False
7.087,7.496,-12.39,-1.77,10.56,-0.66,-0.24,0.81,Absetzen,Viktor,small,R,table,False
7.099,7.496,-13.24,-0.37,13.0,-0.65,-0.24,0.8,Absetzen,Viktor,small,R,table,False
7.111,7.496,-12.27,2.5,14.77,-0.68,-0.24,0.81,Absetzen,Viktor,small,R,table,False
7.123,7.496,-11.54,4.94,15.32,-0.68,-0.24,0.82,Absetzen,Viktor,small,R,table,False
7.135,7.496,-10.31,6.71,16.17,-0.71,-0.25,0.81,Absetzen,Viktor,small,R,table,False
7.147,7.496,-9.58,6.77,16.48,-0.73,-0.25,0.82,Absetzen,Viktor,small,R,table,False
7.159,7.496,-7.93,7.02,16.48,-0.74,-0.25,0.78,Absetzen,Viktor,small,R,table,False
7.171,7.496,-6.23,6.04,14.89,-0.75,-0.25,0.78,Absetzen,Viktor,small,R,table,False
7.204,7.496,-1.4,-0.37,11.72,-0.71,-0.22,0.71,Absetzen,Viktor,small,R,table,False
7.216,7.496,1.46,-2.01,10.19,-0.68,-0.2,0.68,Absetzen,Viktor,small,R,table,False
7.228,7.496,1.71,-1.95,8.24,-0.67,-0.17,0.7,Absetzen,Viktor,small,R,table,False
7.24,7.496,0.37,-0.43,7.45,-0.68,-0.16,0.69,Absetzen,Viktor,small,R,table,False
7.252,7.497,0.06,1.46,6.53,-0.7,-0.16,0.69,Absetzen,Viktor,small,R,table,False
7.264,7.497,1.04,4.27,5.0,-0.7,-0.18,0.7,Absetzen,Viktor,small,R,table,False
7.276,7.497,0.61,6.35,4.82,-0.7,-0.17,0.71,Absetzen,Viktor,small,R,table,False
7.288,7.497,0.06,7.45,3.66,-0.72,-0.18,0.72,Absetzen,Viktor,small,R,table,False
7.3,7.497,0.18,8.54,3.48,-0.74,-0.18,0.72,Absetzen,Viktor,small,R,table,False
7.312,7.497,-1.04,10.07,3.78,-0.72,-0.18,0.72,Absetzen,Viktor,small,R,table,False
7.324,7.497,-1.04,10.62,2.69,-0.74,-0.19,0.73,Absetzen,Viktor,small,R,table,False
7.336,7.497,-1.53,10.99,3.17,-0.74,-0.18,0.73,Absetzen,Viktor,small,R,table,False
7.348,7.497,-1.89,9.34,3.85,-0.76,-0.19,0.73,Absetzen,Viktor,small,R,table,False
7.36,7.497,-2.08,8.91,3.72,-0.75,-0.17,0.72,Absetzen,Viktor,small,R,table,False
7.372,7.497,-1.71,6.96,4.03,-0.77,-0.17,0.76,Absetzen,Viktor,small,R,table,False
7.384,7.497,-3.05,5.49,3.6,-0.75,-0.18,0.75,Absetzen,Viktor,small,R,table,False
7.396,7.503,-3.54,5.13,3.42,-0.72,-0.2,0.76,Absetzen,Viktor,small,R,table,False
7.408,7.512,-3.48,5.31,2.99,-0.73,-0.19,0.77,Absetzen,Viktor,small,R,table,False
7.42,7.519,-3.91,6.35,3.48,-0.71,-0.2,0.77,Absetzen,Viktor,small,R,table,False
7.432,7.533,-3.48,7.26,3.17,-0.7,-0.18,0.75,Absetzen,Viktor,small,R,table,False
7.444,7.551,-3.97,7.32,3.05,-0.73,-0.19,0.76,Absetzen,Viktor,small,R,table,False
7.456,7.557,-4.03,6.47,2.56,-0.73,-0.19,0.77,Absetzen,Viktor,small,R,table,False
7.468,7.565,-4.7,5.25,1.95,-0.71,-0.18,0.76,Absetzen,Viktor,small,R,table,False
7.48,7.58,-4.21,5.25,0.98,-0.73,-0.18,0.77,Absetzen,Viktor,small,R,table,False
7.492,7.588,-5.55,5.55,1.71,-0.71,-0.18,0.77,Absetzen,Viktor,small,R,table,False
7.504,7.603,-5.68,5.68,1.28,-0.7,-0.19,0.75,Absetzen,Viktor,small,R,table,False
7.516,7.612,-5.55,5.25,0.49,-0.72,-0.19,0.76,Absetzen,Viktor,small,R,table,False
7.528,7.626,-4.7,5.07,-0.24,-0.71,-0.19,0.78,Absetzen,Viktor,small,R,table,False
7.54,7.651,-4.27,4.21,-1.4,-0.7,-0.2,0.77,Absetzen,Viktor,small,R,table,False
7.552,7.657,-5.0,3.42,-2.26,-0.71,-0.19,0.77,Absetzen,Viktor,small,R,table,False
7.564,7.665,-4.58,2.99,-2.87,-0.7,-0.18,0.76,Absetzen,Viktor,small,R,table,False
7.576,7.675,-4.46,3.97,-3.78,-0.69,-0.18,0.78,Absetzen,Viktor,small,R,table,False
7.588,7.685,-4.33,5.13,-4.33,-0.67,-0.18,0.77,Absetzen,Viktor,small,R,table,False
7.6,7.699,-5.0,5.74,-4.88,-0.68,-0.17,0.76,Absetzen,Viktor,small,R,table,False
7.612,7.709,-4.88,5.86,-5.55,-0.7,-0.17,0.76,Absetzen,Viktor,small,R,table,False
7.624,7.723,-4.94,5.07,-5.13,-0.69,-0.17,0.76,Absetzen,Viktor,small,R,table,False
7.636,7.738,-5.07,4.64,-5.31,-0.69,-0.18,0.76,Absetzen,Viktor,small,R,table,False
7.648,8.084,-4.39,3.66,-4.7,-0.71,-0.19,0.77,Absetzen,Viktor,small,R,table,False
7.66,8.084,-3.6,2.81,-4.58,-0.7,-0.18,0.76,Absetzen,Viktor,small,R,table,False
7.672,8.084,-2.87,2.69,-4.94,-0.69,-0.18,0.77,Absetzen,Viktor,small,R,table,False
7.684,8.084,-3.6,2.93,-5.0,-0.7,-0.16,0.77,Absetzen,Viktor,small,R,table,False
7.696,8.084,-5.19,3.11,-4.64,-0.7,-0.16,0.76,Absetzen,Viktor,small,R,table,False
7.708,8.084,-4.52,3.11,-4.52,-0.7,-0.17,0.76,Absetzen,Viktor,small,R,table,False
7.72,8.084,-3.97,2.93,-4.7,-0.71,-0.16,0.79,Absetzen,Viktor,small,R,table,False
7.732,8.084,-3.85,3.11,-5.07,-0.68,-0.16,0.77,Absetzen,Viktor,small,R,table,False
7.744,8.084,-3.6,2.81,-5.55,-0.66,-0.13,0.76,Absetzen,Viktor,small,R,table,False
7.756,8.084,-4.33,3.17,-5.43,-0.66,-0.13,0.75,Absetzen,Viktor,small,R,table,False
7.768,8.084,-4.39,4.21,-6.23,-0.62,-0.12,0.72,Absetzen,Viktor,small,R,table,False
7.78,8.084,-6.1,6.29,-7.02,-0.58,-0.09,0.69,Absetzen,Viktor,small,R,table,False
7.792,8.084,-7.63,9.58,-8.85,-0.52,-0.07,0.66,Absetzen,Viktor,small,R,table,False
7.804,8.084,-11.23,11.6,-10.62,-0.52,-0.06,0.66,Absetzen,Viktor,small,R,table,False
7.816,8.084,-15.87,10.38,-11.17,-0.59,-0.08,0.69,Absetzen,Viktor,small,R,table,False
7.828,8.084,-19.17,7.51,-12.76,-0.6,-0.15,0.72,Absetzen,Viktor,small,R,table,False
7.84,8.084,-21.3,4.03,-13.12,-0.66,-0.16,0.75,Absetzen,Viktor,small,R,table,False
7.852,8.085,-22.71,2.38,-13.85,-0.67,-0.19,0.74,Absetzen,Viktor,small,R,table,False
7.864,8.085,-23.19,2.2,-15.81,-0.66,-0.18,0.72,Absetzen,Viktor,small,R,table,False
7.876,8.085,-23.19,1.34,-16.78,-0.66,-0.18,0.69,Absetzen,Viktor,small,R,table,False
7.888,8.085,-23.44,0.0,-18.74,-0.6,-0.16,0.67,Absetzen,Viktor,small,R,table,False
7.9,8.085,-24.23,-0.49,-21.42,-0.57,-0.15,0.64,Absetzen,Viktor,small,R,table,False
7.912,8.085,-28.14,0.79,-24.17,-0.54,-0.15,0.64,Absetzen,Viktor,small,R,table,False
7.924,8.085,-32.47,6.35,-27.22,-0.52,-0.17,0.64,Absetzen,Viktor,small,R,table,False
7.936,8.085,-35.95,11.9,-30.03,-0.53,-0.19,0.64,Absetzen,Viktor,small,R,table,False
7.948,8.085,-40.22,16.85,-31.74,-0.54,-0.23,0.63,Absetzen,Viktor,small,R,table,False
7.96,8.085,-43.03,20.63,-35.1,-0.51,-0.22,0.6,Absetzen,Viktor,small,R,table,False
7.972,8.085,-47.55,26.31,-38.15,-0.47,-0.22,0.56,Absetzen,Viktor,small,R,table,False
7.984,8.093,-51.88,31.56,-47.12,-0.46,-0.25,0.51,Absetzen,Viktor,small,R,table,False
7.996,8.099,-55.91,34.24,-43.58,-0.52,-0.29,0.54,Absetzen,Viktor,small,R,table,False
8.009,8.106,-56.21,34.97,-46.45,-0.62,-0.31,0.61,Absetzen,Viktor,small,R,table,False
8.021,8.127,-58.41,29.79,-47.12,-0.71,-0.36,0.67,Absetzen,Viktor,small,R,table,False
8.033,8.137,-60.24,23.01,-46.2,-0.79,-0.42,0.7,Absetzen,Viktor,small,R,table,False
8.045,8.158,-58.78,19.84,-45.1,-0.77,-0.45,0.69,Absetzen,Viktor,small,R,table,False
8.057,8.164,-55.73,24.84,-43.82,-0.75,-0.47,0.68,Absetzen,Viktor,small,R,table,False
8.069,8.171,-51.27,37.29,-42.48,-0.71,-0.48,0.69,Absetzen,Viktor,small,R,table,False
8.081,8.18,-48.46,51.76,-40.71,-0.71,-0.5,0.67,Absetzen,Viktor,small,R,table,False
8.094,8.193,-45.9,60.79,-39.79,-0.75,-0.49,0.66,Absetzen,Viktor,small,R,table,False
8.106,8.21,-43.76,55.05,-41.75,-0.78,-0.47,0.63,Absetzen,Viktor,small,R,table,False
8.118,8.239,-42.66,36.32,-46.81,-0.77,-0.45,0.57,Absetzen,Viktor,small,R,table,False
8.13,8.637,-42.91,15.2,-51.82,-0.74,-0.43,0.55,Absetzen,Viktor,small,R,table,False
8.142,8.637,-44.49,2.56,-54.99,-0.71,-0.46,0.59,Absetzen,Viktor,small,R,table,False
8.154,8.637,-46.08,4.03,-56.03,-0.66,-0.52,0.62,Absetzen,Viktor,small,R,table,False
8.166,8.637,-45.23,15.63,-56.64,-0.67,-0.57,0.66,Absetzen,Viktor,small,R,table,False
8.178,8.637,-43.88,25.63,-57.01,-0.75,-0.61,0.67,Absetzen,Viktor,small,R,table,False
8.19,8.637,-41.87,28.56,-58.84,-0.75,-0.61,0.59,Absetzen,Viktor,small,R,table,False
8.202,8.637,-39.67,26.55,-60.97,-0.74,-0.57,0.55,Absetzen,Viktor,small,R,table,False
8.235,8.637,-40.53,13.0,-66.89,-0.67,-0.62,0.52,Absetzen,Viktor,small,R,table,False
8.247,8.637,-40.28,18.25,-67.32,-0.65,-0.63,0.54,Absetzen,Viktor,small,R,table,False
8.259,8.637,-41.26,29.3,-66.47,-0.62,-0.65,0.54,Absetzen,Viktor,small,R,table,False
8.271,8.637,-42.97,46.14,-65.43,-0.62,-0.69,0.53,Absetzen,Viktor,small,R,table,False
8.283,8.637,-43.82,53.53,-62.99,-0.72,-0.7,0.54,Absetzen,Viktor,small,R,table,False
8.295,8.637,-47.42,43.95,-63.05,-0.79,-0.75,0.53,Absetzen,Viktor,small,R,table,False
8.307,8.637,-47.79,24.54,-63.05,-0.83,-0.79,0.54,Absetzen,Viktor,small,R,table,False
8.319,8.637,-46.26,9.77,-61.1,-0.82,-0.85,0.57,Absetzen,Viktor,small,R,table,False
8.331,8.637,-43.46,5.68,-57.56,-0.76,-0.88,0.59,Absetzen,Viktor,small,R,table,False
8.343,8.637,-38.15,8.48,-55.79,-0.75,-0.88,0.57,Absetzen,Viktor,small,R,table,False
8.355,8.637,-33.14,12.82,-54.08,-0.74,-0.86,0.56,Absetzen,Viktor,small,R,table,False
8.367,8.637,-28.99,15.38,-53.1,-0.72,-0.85,0.52,Absetzen,Viktor,small,R,table,False
8.379,8.637,-24.78,13.98,-52.12,-0.72,-0.84,0.47,Absetzen,Viktor,small,R,table,False
8.391,8.637,-24.84,8.67,-51.7,-0.71,-0.8,0.45,Absetzen,Viktor,small,R,table,False
8.403,8.637,-24.66,3.48,-51.33,-0.67,-0.78,0.39,Absetzen,Viktor,small,R,table,False
8.415,8.637,-27.47,1.28,-49.93,-0.57,-0.73,0.35,Absetzen,Viktor,small,R,table,False
8.427,8.637,-30.94,1.34,-47.3,-0.54,-0.77,0.36,Absetzen,Viktor,small,R,table,False
8.439,8.637,-33.87,1.4,-46.39,-0.52,-0.81,0.35,Absetzen,Viktor,small,R,table,False
8.451,8.637,-33.87,-1.16,-46.94,-0.5,-0.83,0.37,Absetzen,Viktor,small,R,table,False
8.463,8.637,-32.59,-2.93,-46.94,-0.52,-0.86,0.41,Absetzen,Viktor,small,R,table,False
8.475,8.67,-31.43,-3.97,-48.46,-0.54,-0.84,0.38,Absetzen,Viktor,small,R,table,False
8.487,8.67,-32.1,-3.23,-47.73,-0.54,-0.87,0.4,Absetzen,Viktor,small,R,table,False
8.499,8.67,-30.82,1.22,-46.94,-0.51,-0.85,0.42,Absetzen,Viktor,small,R,table,False
8.511,8.67,-28.32,6.71,-45.78,-0.53,-0.87,0.44,Absetzen,Viktor,small,R,table,False
8.523,8.67,-27.04,10.62,-44.13,-0.54,-0.89,0.42,Absetzen,Viktor,small,R,table,False
8.535,8.67,-25.21,13.06,-41.99,-0.54,-0.92,0.4,Absetzen,Viktor,small,R,table,False
8.547,8.67,-21.18,12.63,-40.53,-0.57,-0.91,0.35,Absetzen,Viktor,small,R,table,False
8.559,8.684,-19.9,4.82,-37.96,-0.58,-0.88,0.36,Absetzen,Viktor,small,R,table,False
8.571,8.684,-18.19,-3.78,-36.07,-0.54,-0.89,0.37,Absetzen,Viktor,small,R,table,False
8.583,8.699,-18.74,-6.77,-33.57,-0.51,-0.91,0.39,Absetzen,Viktor,small,R,table,False
8.595,8.699,-18.31,-4.52,-30.21,-0.49,-0.92,0.4,Absetzen,Viktor,small,R,table,False
8.607,8.705,-16.48,1.1,-26.79,-0.47,-0.93,0.39,Absetzen,Viktor,small,R,table,False
8.619,8.722,-15.87,7.63,-24.78,-0.44,-0.92,0.39,Absetzen,Viktor,small,R,table,False
8.631,8.735,-14.28,12.7,-22.77,-0.42,-0.91,0.4,Absetzen,Viktor,small,R,table,False
8.643,8.751,-10.5,15.81,-21.36,-0.42,-0.9,0.37,Absetzen,Viktor,small,R,table,False
8.655,8.762,-10.68,17.09,-21.55,-0.37,-0.89,0.35,Absetzen,Viktor,small,R,table,False
8.667,8.78,-10.25,18.62,-21.3,-0.41,-0.88,0.34,Absetzen,Viktor,small,R,table,False
8.679,8.78,-10.19,18.25,-21.55,-0.42,-0.88,0.33,Absetzen,Viktor,small,R,table,False
8.691,8.788,-9.77,15.87,-21.85,-0.42,-0.88,0.34,Absetzen,Viktor,small,R,table,False
8.703,8.809,-7.75,9.58,-24.66,-0.31,-0.83,0.16,Absetzen,Viktor,small,R,table,False
8.715,8.824,-16.3,13.0,-18.19,-0.4,-0.87,0.4,Absetzen,Viktor,small,R,table,False
8.727,8.906,2.08,26.06,-25.45,-0.3,-0.85,0.31,Absetzen,Viktor,small,R,table,False
8.739,8.906,-0.06,45.41,-20.51,-0.43,-0.9,0.37,Absetzen,Viktor,small,R,table,False
8.751,8.915,-3.72,47.79,-21.67,-0.5,-0.89,0.32,Absetzen,Viktor,small,R,table,False
8.763,8.915,1.71,40.41,-22.03,-0.51,-0.91,0.26,Absetzen,Viktor,small,R,table,False
8.775,8.915,0.85,41.75,-21.3,-0.41,-0.89,0.27,Absetzen,Viktor,small,R,table,False
8.787,8.916,-1.77,44.74,-21.67,-0.37,-0.91,0.1,Absetzen,Viktor,small,R,table,False
8.799,8.916,-10.99,41.75,-11.47,-0.76,-1.12,0.35,Absetzen,Viktor,small,R,table,False
8.811,8.916,13.55,2.38,-12.45,-0.88,-1.03,0.28,Absetzen,Viktor,small,R,table,False
8.823,8.933,12.45,-36.25,-12.33,-0.6,-0.91,0.33,Absetzen,Viktor,small,R,table,False
8.835,8.945,6.47,-25.7,-6.41,-0.34,-0.91,0.37,Absetzen,Viktor,small,R,table,False
8.847,8.945,4.88,6.77,0.92,-0.38,-0.97,0.36,Absetzen,Viktor,small,R,table,False
8.859,8.959,7.87,21.24,3.05,-0.46,-0.96,0.33,Absetzen,Viktor,small,R,table,False
8.871,8.977,9.95,20.69,3.05,-0.39,-0.91,0.31,Absetzen,Viktor,small,R,table,False
8.883,8.985,10.19,26.98,1.89,-0.35,-0.92,0.28,Absetzen,Viktor,small,R,table,False
8.895,8.992,8.54,32.96,0.92,-0.41,-0.93,0.27,Absetzen,Viktor,small,R,table,False
8.907,9.005,9.4,31.19,-0.43,-0.46,-0.92,0.25,Absetzen,Viktor,small,R,table,False
8.919,9.016,7.14,23.25,-1.83,-0.46,-0.89,0.25,Absetzen,Viktor,small,R,table,False
8.931,9.031,5.25,13.92,-3.85,-0.45,-0.9,0.27,Absetzen,Viktor,small,R,table,False
8.943,9.054,5.92,9.22,-4.15,-0.39,-0.92,0.31,Absetzen,Viktor,small,R,table,False
8.955,9.08,9.16,12.57,-4.39,-0.39,-0.92,0.34,Absetzen,Viktor,small,R,table,False
8.967,9.09,11.72,20.87,-2.5,-0.36,-0.92,0.34,Absetzen,Viktor,small,R,table,False
8.979,9.09,11.96,23.62,-3.6,-0.42,-0.94,0.26,Absetzen,Viktor,small,R,table,False
8.991,9.091,11.54,20.39,-3.17,-0.45,-0.95,0.26,Absetzen,Viktor,small,R,table,False
9.003,9.1,14.34,19.47,-2.44,-0.35,-0.94,0.26,Absetzen,Viktor,small,R,table,False
9.015,9.115,13.18,28.75,-3.3,-0.37,-0.96,0.27,Absetzen,Viktor,small,R,table,False
9.027,9.124,15.32,50.29,-0.85,-0.37,-0.95,0.27,Absetzen,Viktor,small,R,table,False
9.039,9.14,16.91,58.59,-0.06,-0.32,-0.93,0.27,Absetzen,Viktor,small,R,table,False
9.051,9.148,18.86,68.42,3.78,-0.38,-0.93,0.29,Absetzen,Viktor,small,R,table,False
9.063,9.161,19.1,71.35,5.98,-0.44,-0.93,0.29,Absetzen,Viktor,small,R,table,False
9.075,9.18,17.94,66.47,7.32,-0.43,-0.95,0.26,Absetzen,Viktor,small,R,table,False
9.088,9.187,18.25,66.89,10.31,-0.42,-0.95,0.27,Absetzen,Viktor,small,R,table,False
9.1,9.201,18.13,63.35,12.33,-0.47,-0.96,0.25,Absetzen,Viktor,small,R,table,False
9.112,9.212,16.78,53.53,13.98,-0.45,-0.98,0.26,Absetzen,Viktor,small,R,table,False
9.124,9.221,18.43,42.66,14.89,-0.44,-0.99,0.21,Absetzen,Viktor,small,R,table,False
9.136,9.236,17.27,30.21,15.38,-0.43,-1.01,0.22,Absetzen,Viktor,small,R,table,False
9.148,9.245,16.42,20.51,14.65,-0.39,-1.0,0.19,Absetzen,Viktor,small,R,table,False
9.16,9.257,16.05,15.99,13.67,-0.39,-0.98,0.16,Absetzen,Viktor,small,R,table,False
9.172,9.272,14.1,12.02,14.22,-0.45,-0.96,0.19,Absetzen,Viktor,small,R,table,False
